Symbol,Name,Sector,Industry,Exchange
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks,nasdaq
STX,Seagate Technology PLC,Technology,Electronic Components,nasdaq
SHIP,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,nasdaq
SHIPW,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,nasdaq
SHIPZ,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,nasdaq
SHOS,"Sears Hometown and Outlet Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,nasdaq
SPNE,SeaSpine Holdings Corporation,Health Care,Medical/Dental Instruments,nasdaq
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
EYESW,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
SECO,Secoo Holding Limited,Consumer Services,Other Specialty Stores,nasdaq
SCWX,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software,nasdaq
SNFCA,Security National Financial Corporation,Finance,Finance: Consumer Services,nasdaq
SEEL,"Seelos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service,nasdaq
SLCT,"Select Bancorp, Inc.",Finance,Major Banks,nasdaq
SIC,"Select Interior Concepts, Inc.",Basic Industries,Homebuilding,nasdaq
SELB,"Selecta Biosciences, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers,nasdaq
SLS,"SELLAS Life Sciences Group, Inc.",Health Care,Major Pharmaceuticals,nasdaq
LEDS,SemiLEDS Corporation,Technology,Semiconductors,nasdaq
SMTC,Semtech Corporation,Technology,Semiconductors,nasdaq
SENEA,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,nasdaq
SENEB,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,nasdaq
SNES,"SenesTech, Inc.",Basic Industries,Agricultural Chemicals,nasdaq
SNH,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,nasdaq
SNHNI,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,nasdaq
SNHNL,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,nasdaq
AIHS,Senmiao Technology Limited,Finance,Finance: Consumer Services,nasdaq
SRTS,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,nasdaq
SRTSW,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,nasdaq
STNL,Sentinel Energy Services Inc.,Finance,Business Services,nasdaq
STNLU,Sentinel Energy Services Inc.,Finance,Business Services,nasdaq
STNLW,Sentinel Energy Services Inc.,Finance,Business Services,nasdaq
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel,nasdaq
MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SREV,"ServiceSource International, Inc.",Miscellaneous,Business Services,nasdaq
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks,nasdaq
SESN,"Sesen Bio, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SVBI,Severn Bancorp Inc,Finance,Major Banks,nasdaq
SGBX,"SG Blocks, Inc.",Consumer Services,RETAIL: Building Materials,nasdaq
SGOC,"SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
SMED,Sharps Compliance Corp.,Basic Industries,Environmental Services,nasdaq
SHSP,"SharpSpring, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment,nasdaq
PIXY,"ShiftPixy, Inc.",Technology,Diversified Commercial Services,nasdaq
SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties,nasdaq
TYHT,"Shineco, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,nasdaq
SWAV,"ShockWave Medical, Inc.",Health Care,Medical/Dental Instruments,nasdaq
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,nasdaq
SHBI,Shore Bancshares Inc,Finance,Major Banks,nasdaq
SSTI,"ShotSpotter, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
SFLY,"Shutterfly, Inc.",Miscellaneous,Other Consumer Services,nasdaq
SIBN,"SI-BONE, Inc.",Health Care,Medical/Dental Instruments,nasdaq
SIEB,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service,nasdaq
SNNA,"Sienna Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SIEN,"Sientra, Inc.",Health Care,Industrial Specialties,nasdaq
BSRR,Sierra Bancorp,Finance,Major Banks,nasdaq
SRRA,"Sierra Oncology, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing",nasdaq
SIGA,SIGA Technologies Inc.,Health Care,Major Pharmaceuticals,nasdaq
SGLB,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,nasdaq
SGLBW,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,nasdaq
SGMA,"SigmaTron International, Inc.",Technology,Electrical Products,nasdaq
SBNY,Signature Bank,Finance,Major Banks,nasdaq
SLGN,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging,nasdaq
SILC,Silicom Ltd,Technology,Computer Communications Equipment,nasdaq
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors,nasdaq
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,nasdaq
SILK,"Silk Road Medical, Inc.",Health Care,Medical/Dental Instruments,nasdaq
SSPKU,Silver Spike Acquisition Corp.,Finance,Business Services,nasdaq
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment Managers,nasdaq
SSNT,"SilverSun Technologies, Inc.",Miscellaneous,Business Services,nasdaq
SFNC,Simmons First National Corporation,Finance,Major Banks,nasdaq
SLP,"Simulations Plus, Inc.",Technology,EDP Services,nasdaq
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software,nasdaq
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting,nasdaq
SINO,"Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing,nasdaq
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals,nasdaq
SINT,"SiNtx Technologies, Inc.",Health Care,Medical/Dental Instruments,nasdaq
SG,"Sirius International Insurance Group, Ltd.",Finance,Property-Casualty Insurers,nasdaq
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,nasdaq
SITO,"SITO Mobile, Ltd.",Miscellaneous,Business Services,nasdaq
SKYS,"Sky Solar Holdings, Ltd.",Public Utilities,Electric Utilities: Central,nasdaq
SKYW,"SkyWest, Inc.",Transportation,Air Freight/Delivery Services,nasdaq
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,nasdaq
SNBR,Sleep Number Corporation,Consumer Durables,Home Furnishings,nasdaq
SLM,SLM Corporation,Finance,Finance: Consumer Services,nasdaq
SLMBP,SLM Corporation,Finance,Finance: Consumer Services,nasdaq
SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,nasdaq
SND,"Smart Sand, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),nasdaq
SMBK,"SmartFinancial, Inc.",Finance,Major Banks,nasdaq
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
SMTX,SMTC Corporation,Technology,Electrical Products,nasdaq
SRAX,"Social Reality, Inc.",Technology,Advertising,nasdaq
SCKT,"Socket Mobile, Inc.",Technology,Computer Manufacturing,nasdaq
GIGE,SoFi Gig Economy ETF,,,nasdaq
SOHU,Sohu.com Limited,Technology,EDP Services,nasdaq
SLRC,Solar Capital Ltd.,,,nasdaq
SUNS,Solar Senior Capital Ltd.,,,nasdaq
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors,nasdaq
SLNO,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
SLNOW,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
SLGL,Sol-Gel Technologies Ltd.,Health Care,Major Pharmaceuticals,nasdaq
SLDB,Solid Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
SNGX,"Soligenix, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SNGXW,"Soligenix, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SOLY,"Soliton, Inc.",Health Care,Medical/Dental Instruments,nasdaq
SONM,"Sonim Technologies, Inc.",Public Utilities,Telecommunications Equipment,nasdaq
SNOA,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SNOAW,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SONO,"Sonos, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances,nasdaq
SPHS,"Sophiris Bio, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.,nasdaq
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,nasdaq
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,nasdaq
SOHOB,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,nasdaq
SOHON,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,nasdaq
SOHOO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,nasdaq
SFBC,"Sound Financial Bancorp, Inc.",Finance,Savings Institutions,nasdaq
SMMC,South Mountain Merger Corp.,Finance,Business Services,nasdaq
SMMCU,South Mountain Merger Corp.,Finance,Business Services,nasdaq
SMMCW,South Mountain Merger Corp.,Finance,Business Services,nasdaq
SPFI,"South Plains Financial, Inc.",Finance,Major Banks,nasdaq
SSB,South State Corporation,Finance,Major Banks,nasdaq
SFST,"Southern First Bancshares, Inc.",Finance,Major Banks,nasdaq
SMBC,"Southern Missouri Bancorp, Inc.",Finance,Banks,nasdaq
SONA,"Southern National Bancorp of Virginia, Inc.",Finance,Major Banks,nasdaq
SBSI,"Southside Bancshares, Inc.",Finance,Major Banks,nasdaq
SY,So-Young International Inc.,Technology,EDP Services,nasdaq
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies,nasdaq
SGRP,"SPAR Group, Inc.",Miscellaneous,Business Services,nasdaq
SPKE,"Spark Energy, Inc.",Public Utilities,Power Generation,nasdaq
SPKEP,"Spark Energy, Inc.",Public Utilities,Power Generation,nasdaq
ONCE,"Spark Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
SPAR,"Spartan Motors, Inc.",Capital Goods,Auto Manufacturing,nasdaq
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors,nasdaq
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,,,nasdaq
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SPRO,"Spero Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
ANY,Sphere 3D Corp.,Technology,EDP Services,nasdaq
SPEX,Spherix Incorporated,Miscellaneous,Multi-Sector Companies,nasdaq
SPI,"SPI Energy Co., Ltd.",Technology,Semiconductors,nasdaq
STXB,"Spirit of Texas Bancshares, Inc.",Finance,Major Banks,nasdaq
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software,nasdaq
SPOK,"Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment,nasdaq
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores,nasdaq
SBPH,"Spring Bank Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
FUND,"Sprott Focus Trust, Inc.",Consumer Services,Miscellaneous,nasdaq
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains,nasdaq
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
SSRM,SSR Mining Inc.,Basic Industries,Precious Metals,nasdaq
STAA,STAAR Surgical Company,Health Care,Ophthalmic Goods,nasdaq
SLNG,"Stabilis Energy, Inc.",Energy,Industrial Machinery/Components,nasdaq
STAF,"Staffing 360 Solutions, Inc.",Technology,Professional Services,nasdaq
STMP,Stamps.com Inc.,Miscellaneous,Business Services,nasdaq
STND,Standard AVB Financial Corp.,Finance,Major Banks,nasdaq
SBLK,Star Bulk Carriers Corp.,Transportation,Marine Transportation,nasdaq
SBLKZ,Star Bulk Carriers Corp.,Transportation,Marine Transportation,nasdaq
SBUX,Starbucks Corporation,Consumer Services,Restaurants,nasdaq
STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers,nasdaq
MITO,Stealth BioTherapeutics Corp.,Health Care,Major Pharmaceuticals,nasdaq
GASS,"StealthGas, Inc.",Transportation,Marine Transportation,nasdaq
STCN,"Steel Connect, Inc.",Miscellaneous,Business Services,nasdaq
STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore,nasdaq
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,nasdaq
STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services,nasdaq
SBT,"Sterling Bancorp, Inc.",Finance,Savings Institutions,nasdaq
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical,nasdaq
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing,nasdaq
SSFN,Stewardship Financial Corp,Finance,Major Banks,nasdaq
SFIX,"Stitch Fix, Inc.",Consumer Services,Catalog/Specialty Distribution,nasdaq
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks,nasdaq
STOK,"Stoke Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
BANX,StoneCastle Financial Corp,,,nasdaq
STNE,StoneCo Ltd.,Technology,EDP Services,nasdaq
SSKN,"Strata Skin Sciences, Inc.",Health Care,Medical/Dental Instruments,nasdaq
SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment,nasdaq
STRA,"Strategic Education, Inc.",Consumer Services,Other Consumer Services,nasdaq
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,,,nasdaq
STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.,nasdaq
STRS,Stratus Properties Inc.,Consumer Services,Homebuilding,nasdaq
STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services,nasdaq
SBBP,Strongbridge Biopharma plc,Health Care,Major Pharmaceuticals,nasdaq
SUMR,"Summer Infant, Inc.",Consumer Durables,Miscellaneous manufacturing industries,nasdaq
SMMF,"Summit Financial Group, Inc.",Finance,Major Banks,nasdaq
SSBI,Summit State Bank,,,nasdaq
SMMT,Summit Therapeutics plc,Health Care,Major Pharmaceuticals,nasdaq
WISA,"Summit Wireless Technologies, Inc.",Technology,Semiconductors,nasdaq
SNDE,Sundance Energy Australia Limited,Energy,Oil & Gas Production,nasdaq
SNDL,Sundial Growers Inc.,Consumer Durables,Specialty Chemicals,nasdaq
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling,nasdaq
SPWR,SunPower Corporation,Technology,Semiconductors,nasdaq
RUN,Sunrun Inc.,Capital Goods,Industrial Specialties,nasdaq
SUNW,"Sunworks, Inc.",Public Utilities,Telecommunications Equipment,nasdaq
SLGG,"Super League Gaming, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,nasdaq
SPCB,"SuperCom, Ltd.",Technology,Semiconductors,nasdaq
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
SGC,"Superior Group of Companies, Inc.",Consumer Non-Durables,Apparel,nasdaq
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SPRT,"support.com, Inc.",Technology,EDP Services,nasdaq
SURF,"Surface Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
SGRY,"Surgery Partners, Inc.",Health Care,Hospital/Nursing Management,nasdaq
SRDX,"Surmodics, Inc.",Health Care,Medical/Dental Instruments,nasdaq
STRO,"Sutro Biopharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
SSSS,Sutter Rock Capital Corp.,,,nasdaq
SIVB,SVB Financial Group,Finance,Major Banks,nasdaq
SVMK,SVMK Inc.,Technology,"Computer Software: Programming, Data Processing",nasdaq
SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services,nasdaq
SYMC,Symantec Corporation,Technology,Computer Software: Prepackaged Software,nasdaq
SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing",nasdaq
SYNL,Synalloy Corporation,Basic Industries,Steel/Iron Ore,nasdaq
SYNA,Synaptics Incorporated,Technology,Semiconductors,nasdaq
SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services,nasdaq
SNDX,"Syndax Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SYNH,"Syneos Health, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,nasdaq
SYBX,"Synlogic, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
SES,"Synthesis Energy Systems, Inc.",Basic Industries,Major Chemicals,nasdaq
THOR,"Synthorx, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SYPR,"Sypris Solutions, Inc.",Capital Goods,Industrial Machinery/Components,nasdaq
SYRS,"Syros Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service,nasdaq
TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments,nasdaq
TRHC,"Tabula Rasa HealthCare, Inc.",Miscellaneous,Business Services,nasdaq
TCMD,"Tactile Systems Technology, Inc.",Health Care,Medical/Dental Instruments,nasdaq
TAIT,Taitron Components Incorporated,Technology,Electronic Components,nasdaq
TLC,"Taiwan Liposome Company, Ltd.",Health Care,Major Pharmaceuticals,nasdaq
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
TLND,Talend S.A.,Technology,Computer Software: Prepackaged Software,nasdaq
TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments,nasdaq
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel,nasdaq
TANH,Tantech Holdings Ltd.,Basic Industries,Major Chemicals,nasdaq
TAOP,Taoping Inc.,Technology,Computer Software: Prepackaged Software,nasdaq
TEDU,"Tarena International, Inc.",Consumer Services,Other Consumer Services,nasdaq
TH,Target Hospitality Corp.,Consumer Services,Hotels/Resorts,nasdaq
THWWW,Target Hospitality Corp.,Consumer Services,Hotels/Resorts,nasdaq
TRNX,"Taronis Technologies, Inc.",Technology,Industrial Machinery/Components,nasdaq
TATT,TAT Technologies Ltd.,Capital Goods,Aerospace,nasdaq
TAYD,"Taylor Devices, Inc.",Capital Goods,Industrial Machinery/Components,nasdaq
TCF,TCF Financial Corporation,Finance,Major Banks,nasdaq
TCFCP,TCF Financial Corporation,Finance,Major Banks,nasdaq
CGBD,"TCG BDC, Inc.",,,nasdaq
TCRR,TCR2 Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service,nasdaq
PETZ,"TDH Holdings, Inc.",Consumer Non-Durables,Packaged Foods,nasdaq
TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment,nasdaq
TCCO,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services,nasdaq
TGLS,Tecnoglass Inc.,Consumer Durables,Electronic Components,nasdaq
TGEN,Tecogen Inc.,Capital Goods,Industrial Machinery/Components,nasdaq
TECTP,"Tectonic Financial, Inc.",Finance,Major Banks,nasdaq
TNAV,"Telenav, Inc.",Capital Goods,Industrial Machinery/Components,nasdaq
TLGT,"Teligent, Inc.",Health Care,Major Pharmaceuticals,nasdaq
TELL,Tellurian Inc.,Energy,Oil & Gas Production,nasdaq
TENB,"Tenable Holdings, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
TENX,"Tenax Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,nasdaq
TZAC,Tenzing Acquisition Corp.,Finance,Business Services,nasdaq
TZACU,Tenzing Acquisition Corp.,Finance,Business Services,nasdaq
TZACW,Tenzing Acquisition Corp.,Finance,Business Services,nasdaq
TER,"Teradyne, Inc.",Capital Goods,Electrical Products,nasdaq
TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central,nasdaq
TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions,nasdaq
TSLA,"Tesla, Inc.",Capital Goods,Auto Manufacturing,nasdaq
TESS,TESSCO Technologies Incorporated,Technology,Electronic Components,nasdaq
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical,nasdaq
TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,nasdaq
TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks,nasdaq
TCBIL,"Texas Capital Bancshares, Inc.",Finance,Major Banks,nasdaq
TCBIP,"Texas Capital Bancshares, Inc.",Finance,Major Banks,nasdaq
TXN,Texas Instruments Incorporated,Technology,Semiconductors,nasdaq
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants,nasdaq
TFSL,TFS Financial Corporation,Finance,Savings Institutions,nasdaq
TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
WTER,The Alkaline Water Company Inc.,Consumer Non-Durables,Food Distributors,nasdaq
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling,nasdaq
TBBK,"The Bancorp, Inc.",Finance,Major Banks,nasdaq
BPRN,The Bank of Princeton,,,nasdaq
CG,The Carlyle Group L.P.,Finance,Investment Managers,nasdaq
TCGP,The Carlyle Group L.P.,Finance,Investment Managers,nasdaq
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants,nasdaq
CHEF,"The Chefs&#39; Warehouse, Inc.",Consumer Non-Durables,Food Distributors,nasdaq
TCFC,The Community Financial Corporation,Finance,Major Banks,nasdaq
DSGX,The Descartes Systems Group Inc.,Technology,Computer Software: Prepackaged Software,nasdaq
DXYN,"The Dixie Group, Inc.",Consumer Durables,Home Furnishings,nasdaq
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management,nasdaq
XONE,The ExOne Company,Capital Goods,Industrial Machinery/Components,nasdaq
FBMS,"The First Bancshares, Inc.",Finance,Major Banks,nasdaq
FLIC,The First of Long Island Corporation,Finance,Major Banks,nasdaq
GT,The Goodyear Tire & Rubber Company,Consumer Durables,Automotive Aftermarket,nasdaq
HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants,nasdaq
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services,nasdaq
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables,Packaged Foods,nasdaq
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",,,nasdaq
INTG,The Intergroup Corporation,Consumer Services,Building operators,nasdaq
JYNT,The Joint Corp.,Miscellaneous,Multi-Sector Companies,nasdaq
KHC,The Kraft Heinz Company,Consumer Non-Durables,Packaged Foods,nasdaq
OLD,The Long-Term Care ETF,,,nasdaq
LOVE,The Lovesac Company,Consumer Services,Other Specialty Stores,nasdaq
MDCO,The Medicines Company,Health Care,Major Pharmaceuticals,nasdaq
MEET,"The Meet Group, Inc.",Consumer Services,Advertising,nasdaq
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys,nasdaq
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components,nasdaq
SLIM,The Obesity ETF,,,nasdaq
STKS,"The ONE Group Hospitality, Inc.",Consumer Services,Restaurants,nasdaq
ORG,The Organics ETF,,,nasdaq
PECK,"The Peck Company Holdings, Inc.",Public Utilities,Natural Gas Distribution,nasdaq
PRSC,The Providence Service Corporation,Consumer Services,Transportation Services,nasdaq
REAL,"The RealReal, Inc.",Consumer Services,Other Specialty Stores,nasdaq
RMR,The RMR Group Inc.,Consumer Services,Professional Services,nasdaq
SMPL,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods,nasdaq
TSG,The Stars Group Inc.,Technology,"Computer Software: Programming, Data Processing",nasdaq
TTD,"The Trade Desk, Inc.",Technology,"Computer Software: Programming, Data Processing",nasdaq
YORW,The York Water Company,Public Utilities,Water Supply,nasdaq
NCTY,The9 Limited,Miscellaneous,Business Services,nasdaq
TXMD,"TherapeuticsMD, Inc.",Health Care,Major Pharmaceuticals,nasdaq
TRPX,Therapix Biosciences Ltd.,Health Care,Major Pharmaceuticals,nasdaq
TBPH,"Theravance Biopharma, Inc.",Health Care,Major Pharmaceuticals,nasdaq
TCRD,"THL Credit, Inc.",,,nasdaq
THBRU,"Thunder Bridge Acquisition II, Ltd.",Finance,Business Services,nasdaq
TIBR,Tiberius Acquisition Corporation,Finance,Business Services,nasdaq
TIBRU,Tiberius Acquisition Corporation,Finance,Business Services,nasdaq
TIBRW,Tiberius Acquisition Corporation,Finance,Business Services,nasdaq
TTS,"Tile Shop Hldgs, Inc.",Consumer Services,Home Furnishings,nasdaq
TLRY,"Tilray, Inc.",Consumer Durables,Specialty Chemicals,nasdaq
TSBK,"Timberland Bancorp, Inc.",Finance,Banks,nasdaq
TIPT,Tiptree Inc.,Finance,Property-Casualty Insurers,nasdaq
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores,nasdaq
TMDI,Titan Medical Inc.,Health Care,Medical/Dental Instruments,nasdaq
TTNP,"Titan Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
TVTY,"Tivity Health, Inc.",Health Care,Hospital/Nursing Management,nasdaq
TIVO,TiVo Corporation,Miscellaneous,Multi-Sector Companies,nasdaq
TLSA,Tiziana Life Sciences plc,Health Care,Major Pharmaceuticals,nasdaq
TKKS,TKK Symphony Acquisition Corporation,Finance,Business Services,nasdaq
TKKSR,TKK Symphony Acquisition Corporation,Finance,Business Services,nasdaq
TKKSU,TKK Symphony Acquisition Corporation,Finance,Business Services,nasdaq
TKKSW,TKK Symphony Acquisition Corporation,Finance,Business Services,nasdaq
TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment,nasdaq
TMSR,TMSR Holding Company Limited,Finance,Business Services,nasdaq
TOCA,Tocagen Inc.,Health Care,Major Pharmaceuticals,nasdaq
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,Major Pharmaceuticals,nasdaq
TOPS,TOP Ships Inc.,Transportation,Marine Transportation,nasdaq
